"iata","name","city","country","latitude","longitude","source_type","scheduled_service","proposed_demand_index","proposed_airport_tax","review_note"
"TAZ","Dashoguz International Airport","Daşoguz","Turkmenistan","41.759853","59.836149","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CRZ","Türkmenabat International Airport","Türkmenabat","Turkmenistan","38.930662","63.563982","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PLS","Providenciales International Airport","Providenciales","Turks and Caicos Islands","21.773697","-72.268321","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"STT","Cyril E. King Airport","Charlotte Amalie","U.S. Virgin Islands","18.337091","-64.977251","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"EBB","Entebbe International Airport","Entebbe","Uganda","0.042386","32.443501","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LWO","Lviv International Airport","Lviv","Ukraine","49.8125","23.9561","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SIP","Simferopol International Airport","Simferopol","Ukraine","45.0522","33.975101","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"UDJ","Uzhhorod International Airport","Uzhhorod","Ukraine","48.6343","22.263399","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AAN","Al Ain International Airport","Al Ain","United Arab Emirates","24.2617","55.6092","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DWC","Al Maktoum International Airport","Dubai(Jebel Ali)","United Arab Emirates","24.896171","55.16235","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FJR","Fujairah International Airport","Fujairah","United Arab Emirates","25.108411","56.328061","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RKT","Ras Al Khaimah International Airport","Ras Al Khaimah","United Arab Emirates","25.613501","55.938801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SHJ","Sharjah International Airport","Sharjah","United Arab Emirates","25.3286","55.5172","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ABZ","Aberdeen International Airport","Aberdeen","United Kingdom","57.2019","-2.19778","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BFS","Belfast International Airport","Belfast","United Kingdom","54.6575012207","-6.2158298492399995","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BHX","Birmingham Airport","Birmingham, West Midlands","United Kingdom","52.453899","-1.74803","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BRS","Bristol Airport","Bristol","United Kingdom","51.382326","-2.716453","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CWL","Cardiff International Airport","Cardiff","United Kingdom","51.396702","-3.34333","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"EDI","Edinburgh Airport","Edinburgh","United Kingdom","55.950145","-3.372288","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GLA","Glasgow Airport","Glasgow","United Kingdom","55.871899","-4.43306","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LBA","Leeds Bradford Airport","Leeds, West Yorkshire","United Kingdom","53.865898","-1.66057","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LPL","Liverpool John Lennon Airport","Liverpool","United Kingdom","53.334863","-2.849637","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"STN","London Stansted Airport","London, Essex","United Kingdom","51.884998","0.235","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LTN","London Luton Airport","Luton, Luton","United Kingdom","51.874699","-0.368333","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MAN","Manchester Airport","Manchester, Greater Manchester","United Kingdom","53.349375","-2.279521","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NCL","Newcastle International Airport","Newcastle upon Tyne, Tyne and Wear","United Kingdom","55.037958","-1.689577","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"EMA","East Midlands Airport","Nottingham, Leicestershire","United Kingdom","52.8311","-1.32806","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PIK","Glasgow Prestwick Airport","Prestwick, South Ayrshire","United Kingdom","55.501499","-4.577182","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ALB","Albany International Airport","Albany","United States","42.748299","-73.801697","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ABQ","Albuquerque International Sunport","Albuquerque","United States","35.039976","-106.608925","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ANC","Ted Stevens Anchorage International Airport","Anchorage","United States","61.179004","-149.992561","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AUS","Austin Bergstrom International Airport","Austin","United States","30.197535","-97.662015","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BWI","Baltimore/Washington International Thurgood Marshall Airport","Baltimore","United States","39.1754","-76.668297","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BHM","Birmingham-Shuttlesworth International Airport","Birmingham","United States","33.562877","-86.750712","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BOI","Boise Air Terminal/Gowen Field","Boise","United States","43.5644","-116.223","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BUF","Buffalo Niagara International Airport","Buffalo","United States","42.940498","-78.732201","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BUR","Hollywood Burbank/Bob Hope Airport","Burbank","United States","34.202834","-118.35805","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CHS","Charleston International Airport","Charleston","United States","32.896159","-80.038151","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CVG","Cincinnati Northern Kentucky International Airport","Cincinnati / Covington","United States","39.048801","-84.667801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CLE","Cleveland Hopkins International Airport","Cleveland","United States","41.411701","-81.8498","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"COS","City of Colorado Springs Municipal Airport","Colorado Springs","United States","38.805801","-104.700996","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CMH","John Glenn Columbus International Airport","Columbus","United States","39.998001","-82.891899","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DAL","Dallas Love Field","Dallas","United States","32.844776","-96.847653","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DSM","Des Moines International Airport","Des Moines","United States","41.534027","-93.656719","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"IAD","Washington Dulles International Airport","Dulles","United States","38.9445","-77.455803","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ELP","El Paso International Airport","El Paso","United States","31.809908","-106.375607","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FLL","Fort Lauderdale Hollywood International Airport","Fort Lauderdale","United States","26.072599","-80.152702","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RSW","Southwest Florida International Airport","Fort Myers","United States","26.534685","-81.752816","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FAT","Fresno Yosemite International Airport","Fresno","United States","36.775767","-119.718018","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GRR","Gerald R. Ford International Airport","Grand Rapids","United States","42.880798","-85.522797","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GSO","Piedmont Triad International Airport","Greensboro","United States","36.09937","-79.937262","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BDL","Bradley International Airport","Hartford","United States","41.938555","-72.688016","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HNL","Daniel K. Inouye International Airport","Honolulu, Oahu","United States","21.318387","-157.92567","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HOU","William P. Hobby Airport","Houston","United States","29.645336","-95.276812","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"IND","Indianapolis International Airport","Indianapolis","United States","39.7173","-86.294403","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JAX","Jacksonville International Airport","Jacksonville","United States","30.492469","-81.687813","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OGG","Kahului International Airport","Kahului","United States","20.896263","-156.431837","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KOA","Ellison Onizuka Kona International Airport at Keāhole","Kailua-Kona","United States","19.738783","-156.045603","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MCI","Kansas City International Airport","Kansas City","United States","39.301699","-94.713893","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TYS","McGhee Tyson Airport","Knoxville/Maryville","United States","35.811001","-83.994003","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LIH","Lihue Airport","Lihue, Kauai","United States","21.974393","-159.337146","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LGB","Long Beach International Airport","Long Beach","United States","33.816523","-118.149891","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SDF","Louisville Muhammad Ali International Airport","Louisville","United States","38.1706","-85.735076","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MEM","Memphis International Airport","Memphis","United States","35.043845","-89.97634","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MKE","General Mitchell International Airport","Milwaukee","United States","42.947201","-87.896599","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MYR","Myrtle Beach International Airport","Myrtle Beach","United States","33.679699","-78.928299","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BNA","Nashville International Airport","Nashville","United States","36.1245","-86.6782","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MSY","Louis Armstrong New Orleans International Airport","New Orleans","United States","29.993401","-90.264673","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ORF","Norfolk International Airport","Norfolk","United States","36.895341","-76.201","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OAK","San Francisco Bay Oakland International Airport","Oakland","United States","37.720085","-122.221184","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OKC","OKC Will Rogers World Airport","Oklahoma City","United States","35.393388","-97.598248","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OMA","Eppley Airfield","Omaha","United States","41.3032","-95.894096","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ONT","Ontario International Airport","Ontario","United States","34.056","-117.600998","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SFB","Orlando Sanford International Airport","Orlando","United States","28.774277","-81.234626","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PSP","Palm Springs International Airport","Palm Springs","United States","33.8297","-116.507004","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PNS","Pensacola International Airport","Pensacola","United States","30.472718","-87.186639","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PHL","Philadelphia International Airport","Philadelphia","United States","39.871899","-75.241096","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PIE","St. Petersburg Clearwater International Airport","Pinellas Park","United States","27.9102","-82.687401","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PIT","Pittsburgh International Airport","Pittsburgh","United States","40.491501","-80.232903","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PWM","Portland International Jetport","Portland","United States","43.646198","-70.309303","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PDX","Portland International Airport","Portland","United States","45.588699","-122.598","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PVD","Rhode Island T. F. Green International Airport","Providence/Warwick","United States","41.725038","-71.425668","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RDU","Raleigh-Durham International Airport","Raleigh/Durham","United States","35.878659","-78.7873","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RNO","Reno Tahoe International Airport","Reno","United States","39.4991","-119.767998","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RIC","Richmond International Airport","Richmond","United States","37.505199","-77.319702","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ROC","Frederick Douglass Greater Rochester International Airport","Rochester","United States","43.1189","-77.672401","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SMF","Sacramento International Airport","Sacramento","United States","38.6954","-121.591003","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SLC","Salt Lake City International Airport","Salt Lake City","United States","40.78886","-111.979866","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SAT","San Antonio International Airport","San Antonio","United States","29.533701","-98.469803","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SBD","San Bernardino International Airport","San Bernardino","United States","34.096717","-117.236596","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SAN","San Diego International Airport","San Diego","United States","32.733601","-117.190002","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SJC","Norman Y. Mineta San Jose International Airport","San Jose","United States","37.362452","-121.929188","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SNA","John Wayne Orange County International Airport","Santa Ana","United States","33.675063","-117.869281","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SRQ","Sarasota Bradenton International Airport","Sarasota/Bradenton","United States","27.394631","-82.554359","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SAV","Savannah Hilton Head International Airport","Savannah","United States","32.126591","-81.19998","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GEG","Spokane International Airport","Spokane","United States","47.6199","-117.533997","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"STL","St. Louis Lambert International Airport","St Louis","United States","38.748697","-90.370003","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SYR","Syracuse Hancock International Airport","Syracuse","United States","43.11119842529297","-76.1063003540039","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TPA","Tampa International Airport","Tampa","United States","27.9755","-82.533203","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TUS","Tucson International Airport","Tucson","United States","32.115004","-110.938053","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TUL","Tulsa International Airport","Tulsa","United States","36.197084","-95.886225","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DCA","Ronald Reagan Washington National Airport","Washington","United States","38.8521","-77.037697","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PBI","Palm Beach International Airport","West Palm Beach","United States","26.683201","-80.095596","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MVD","Carrasco General Cesáreo L. Berisso International Airport","Ciudad de la Costa","Uruguay","-34.835647","-56.026497","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BHK","Bukhara International Airport","Bukhara","Uzbekistan","39.775319","64.482279","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NMA","Namangan International Airport","Namangan","Uzbekistan","40.984622","71.5578","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NCU","Nukus International Airport","Nukus","Uzbekistan","42.4884","59.623299","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SKD","Samarkand International Airport","Samarkand","Uzbekistan","39.701842","66.981467","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TAS","Tashkent International Airport","Tashkent","Uzbekistan","41.2579","69.281197","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"UGC","Urgench International Airport","Urgench","Uzbekistan","41.58274","60.64338","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VLI","Bauerfield International Airport","Port Vila","Vanuatu","-17.699301","168.320007","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BLA","General José Antonio Anzoategui International Airport","Barcelona","Venezuela","10.111111","-64.692222","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BRM","Jacinto Lara International Airport","Barquisimeto","Venezuela","10.042747","-69.35862","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PZO","General Manuel Carlos Piar International Airport","Guyana City","Venezuela","8.28853","-62.760399","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PMV","Del Caribe Santiago Mariño International Airport","Isla Margarita","Venezuela","10.912603","-63.966599","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CCS","Maiquetía Simón Bolívar International Airport","Maiquetía","Venezuela","10.602214","-66.991174","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MAR","La Chinita International Airport","Maracaibo","Venezuela","10.557542","-71.729307","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VLN","Arturo Michelena International Airport","Valencia","Venezuela","10.149733","-67.928398","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"WLS","Hihifo Airport","Wallis Island","Wallis and Futuna","-13.239445","-176.19865","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VIL","Dakhla Airport","Dakhla","Western Sahara (disputed territory)","23.7183","-15.932","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"EUN","Laayoune Hassan I International Airport","El Aaiún","Western Sahara (disputed territory)","27.142467","-13.224947","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ADE","Aden International Airport","Aden","Yemen","12.829564","45.029976","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RIY","Riyan International Airport","Mukalla(Riyan)","Yemen","14.662241","49.375289","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SAH","Sanaa International Airport","Sanaa","Yemen","15.4763","44.2197","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GXF","Seiyun Hadhramaut International Airport","Seiyun","Yemen","15.965887","48.788146","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LVI","Harry Mwanga Nkumbula International Airport","Livingstone","Zambia","-17.821524","25.819642","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LUN","Kenneth Kaunda International Airport","Lusaka","Zambia","-15.330833","28.452722","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MFU","Mfuwe International Airport","Mfuwe","Zambia","-13.2589","31.9366","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NLA","Simon Mwansa Kapwepwe International Airport","Ndola","Zambia","-12.96513","28.515624","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BUQ","Joshua Mqabuko Nkomo International Airport","Bulawayo","Zimbabwe","-20.016284","28.622897","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HRE","Robert Gabriel Mugabe International Airport","Harare","Zimbabwe","-17.931801","31.0928","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VFA","Victoria Falls International Airport","Victoria Falls","Zimbabwe","-18.097437","25.836867","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
